Год;Месяц;День;Архангельская область;Астраханская область;Белгородская область;Брянская область;Владимирская область;Волгоградская область;Вологодская область;Воронежская область;Ивановская область;Кабардино-Балкарская Республика;Калининградская область;Калужская область;Карачаево-Черкесская Республика;Кировская область;Костромская область;Краснодарский край;Курганская область;Курская область;Ленинградская область;Липецкая область;Московская область;Мурманская область;Нижегородская область;Новгородская область;Оренбургская область;Орловская область;Пензенская область;Пермский край;Псковская область;Республика Башкортостан;Республика Дагестан;Республика Ингушетия;Республика Калмыкия;Республика Карелия;Республика Коми;Республика Крым;Республика Марий Эл;Республика Мордовия;Республика Северная Осетия-Алания;Республика Татарстан;Ростовская область;Рязанская область;Самарская область;Саратовская область;Свердловская область;Смоленская область;Ставропольский край;Тамбовская область;Тверская область;Тульская область;Тюменская область;Удмуртская Республика;Ульяновская область;Челябинская область;Чеченская Республика;Чувашская Республика;Ярославская область
;;8;16430;11589;40910;9509;15442;42249;35151;30397;7136;4632;9941;16547;3073;15978;8538;90378;8839;21650;99028;31535;237454;28759;45081;9743;38676;6161;11107;51565;4910;56876;16559;1983;1823;18521;20012;24175;7299;7716;4204;5841;51753;16061;51010;31781;94134;14231;27310;7970;17931;25263;205517;19976;11945;89054;7927;9265;17712
;;9;16187;10475;40298;9253;14925;40532;35543;29605;6829;4448;9833;16074;2972;15828;8297;86455;8867;21465;97429;31224;233791;28577;44630;9546;37805;6086;10657;50822;4745;56204;16432;1939;1658;18368;19619;22648;7095;7704;4057;6014;47255;15753;50424;30215;94846;14091;26002;7824;17262;24897;205802;19408;11678;88235;7896;9198;17413
;;10;17146;10515;40842;10223;16693;41389;35548;30842;7704;4585;10427;17540;3013;17320;8997;88212;9251;22249;103013;32055;254329;29574;47631;10006;37777;6482;11426;52939;5125;58386;16072;1911;1674;19005;18982;23231;7687;7930;4114;5504;50109;16851;52007;33277;100625;14944;26905;8517;18400;26177;206446;21520;12919;88811;7791;10085;19060
;;11;17186;10864;41865;10297;16910;41843;35960;30536;7860;4456;10170;17276;2965;17190;9016;86419;9375;22295;103805;30861;250249;29384;49814;10172;36644;6405;11535;52918;5133;58432;15259;1746;1696;19222;18653;23000;7828;7912;3996;5350;50039;17015;52306;33444;99613;14857;26675;8634;18726;26632;205352;21539;13116;89376;6975;10267;19544
;;12;17189;11049;41599;10086;17066;42119;36498;30258;7827;4470;10194;16886;3043;17130;8994;83505;9432;22104;104867;31076;248831;29517;51578;10262;37200;6399;11512;53338;5142;57721;15245;1838;1710;19297;18045;22752;7873;8153;4071;5512;50237;17151;52915;32941;99860;15069;26694;8337;19376;26039;203032;21741;13291;85874;7251;10600;19382
;;13;17327;10305;40883;10019;17291;40584;36005;29683;7824;4473;10446;15863;3095;17383;9127;78597;9333;21967;105025;31120;253428;29722;51994;10366;36879;6464;11452;53717;5203;57529;15482;1862;1672;19291;17937;21438;8232;8151;4062;5379;48243;17197;53482;31957;97367;15134;25264;8388;19087;26029;202850;22034;13393;85365;7306;11013;19782
;;14;17491;10277;40846;9975;17153;40392;36442;29387;7836;4394;10440;17642;3042;17477;9060;73295;9378;22592;104548;30668;250547;28762;52115;10296;37398;6435;11602;54318;5182;58688;14953;1794;1583;19205;17799;20536;8061;8024;3972;5166;47190;17124;52405;32238;100336;15038;24549;8060;18976;26215;201600;22021;13128;89595;6905;10950;19633
;;15;16984;9824;40579;9389;15551;39105;36029;28445;7135;4219;10086;16267;2898;16811;8526;70399;9079;22589;99998;29765;236868;29286;48625;9995;36854;6063;11137;54566;4871;56767;14091;1744;1463;19039;17893;19412;7592;8108;3812;5319;45024;16323;51030;30957;100556;14385;23472;7794;18320;25001;203237;20086;12406;88520;6675;10171;18090
;;16;16467;9320;40089;9289;15072;38074;35723;28106;6766;4026;9996;16244;2848;16291;8724;68252;9069;22321;98676;29355;232826;28870;46319;9891;36763;5952;10475;53994;4803;56202;13813;1675;1421;18750;18004;18809;7346;7984;3647;5673;43177;15798;50856;30228;102483;14455;22589;7674;17731;24107;204848;19874;11817;88940;6488;9410;17637
;;17;16559;9559;40447;10543;16805;40383;34284;29766;7709;4282;10630;17509;2915;17851;9450;72631;10090;22925;103348;30592;249935;30374;51004;10201;37483;6641;11726;56096;5283;58505;14175;1781;1467;18704;18387;20017;7964;8204;3834;6034;46933;16928;54692;32149;106577;14486;24280;8326;18432;24985;204370;22184;13454;91699;6581;10494;19547
;;18;15917;9835;39857;10732;16977;41308;35986;29961;7859;4370;10469;17748;2971;17799;9334;74795;9926;23149;105536;30323;249093;30587;51115;10421;37481;6447;11453;56338;5374;58624;14351;1745;1302;17358;17882;20641;7926;7949;3929;5155;48994;16951;54949;32295;104751;14703;24429;8368;18552;24883;203765;23349;13301;91844;6641;10560;19682
;;19;15875;9977;38165;10817;17081;41146;35058;29920;7916;4354;10516;17823;2883;18325;9312;78514;9939;23103;105418;30779;250864;29906;52168;10424;37771;6586;11334;57353;5381;58985;14550;1843;1270;15406;17655;21157;7688;7877;3998;5783;51262;17032;54977;32387;106228;14976;24907;8274;18651;24960;204937;23152;13350;94306;6917;10650;19506
;;20;16174;10428;40694;10825;17175;39454;36244;29928;7945;4493;10733;17756;3031;18201;9268;81074;10292;23147;106028;31439;250099;29782;51767;10376;37368;6688;11533;56400;5360;60449;14791;1821;1555;16358;17180;21006;7845;8187;4017;5607;52513;16824;55996;32133;104817;14960;25967;8329;18949;25360;206954;23218;13445;93897;7065;10671;19678
;;21;16334;10323;42077;10718;16858;38562;35738;29480;7954;4227;10814;18092;3086;18305;9279;76388;9691;23441;105985;30323;251001;29455;51308;10464;38662;6673;11287;56315;5331;59774;14449;1699;2226;18594;18806;21098;7790;8125;3915;5639;50061;16969;55984;31706;105300;15129;25313;8173;19576;25395;208950;23282;13825;95345;6376;10683;19510
;;22;16050;9877;41820;10063;15665;37828;36377;28515;7225;3986;10361;17262;3159;16769;8630;76228;9308;22949;101065;29945;238029;29074;47739;10150;37560;6445;10764;55752;4948;57953;13339;1733;2163;18501;18993;19997;7340;7910;3880;5680;45754;16706;53729;30417;103361;14658;23891;7963;18811;24897;209138;20950;12284;93129;6150;10058;17889
;;23;16454;9598;41468;9840;15195;37971;36461;28003;6891;3777;10009;16295;3085;16513;8873;72879;9153;22610;101193;29930;233994;28901;45738;10101;37312;6253;10719;53593;4915;56303;13544;1701;2098;18401;19459;19524;7220;7728;3624;5726;43843;15858;52412;29372;100721;14431;22917;7905;18858;24169;209101;20047;11919;92342;6210;9501;17470
;;24;17251;9856;42156;11000;17090;39573;36683;29630;7978;4029;10456;18002;3156;17887;9452;75829;9755;23078;105174;30524;252182;29173;50444;10421;38239;6661;11577;55040;5172;57990;13947;1795;2137;18572;20074;20235;7763;8047;3696;6115;45750;16784;56092;32066;103942;15067;24356;8436;20360;24970;210260;22249;13487;93410;6418;10489;19568
;;25;17295;10014;42361;11204;17221;40445;36714;30000;8121;4115;10348;16733;3049;18125;9313;76717;9994;22912;106102;29836;254204;29492;50604;10432;37804;6792;12030;54867;5273;58135;13942;1726;2129;19237;19721;20636;7765;8036;3706;6072;47983;17062;56111;32724;106331;15211;24490;8637;20349;24861;212349;22826;13728;91582;6513;10673;19437
;;26;17893;9993;42327;11293;17570;40058;36517;30078;8303;4196;10372;18351;3015;17707;9588;77676;9937;22634;106255;27655;256168;28673;51147;10459;37521;6724;11909;54762;5252;58050;14107;1773;1862;19161;19818;21030;7502;7863;3794;6077;49288;16770;55884;32646;103689;15865;24936;8591;20602;25072;210603;22906;13578;93144;6420;11039;19871
;;27;17705;10023;42317;11285;17225;39114;36152;29787;8208;4329;10529;18334;3127;17812;9301;77170;9601;23152;110562;28936;254048;29018;51124;10681;38539;6827;11993;55260;5321;58417;14362;1735;1633;19287;19839;21135;7468;7783;3899;6153;49683;16637;56949;32309;102301;16152;25061;8574;20294;25222;209760;22570;13778;91026;6725;11007;19811
;;28;17733;10102;42620;10844;17093;38565;36855;29403;8101;4412;10431;18497;3114;17763;9364;75390;9725;22959;111145;31439;253506;29613;50780;10514;38023;6882;11966;54779;5238;57787;14453;1744;1608;19209;20111;20613;7606;7813;3972;5929;48770;16619;56677;32258;102469;16334;25077;8446;20536;25633;209867;22551;13501;93468;6995;10823;19497
;;29;17632;9818;41919;10000;15829;38149;36121;28038;7477;4337;10189;17050;3097;16703;8918;76787;9195;22706;106491;28516;238635;30058;48450;10134;38120;6556;11021;54262;5019;56370;14369;1769;1529;19833;19691;20157;7130;7813;3890;6398;47196;15989;54085;31021;101214;15544;23872;8026;19814;25246;209345;20424;12313;91335;6932;10054;18310
;;30;17312;9826;41500;9780;15448;38622;36856;28034;7239;4208;9896;16535;2961;16512;9093;76064;8902;22508;106812;30285;237123;30040;46686;10242;38358;6450;10534;53333;4934;55380;14479;1784;1548;19996;19818;19897;6911;7580;3829;5985;46547;15750;51500;30350;99683;15456;23483;7770;19895;24532;210036;20232;11520;90860;6924;9542;18224
;;31;17992;10389;40468;10158;16632;39719;35152;28587;7844;4387;10427;17898;3101;17825;9222;81176;9774;21668;111329;30691;250064;30311;51429;10920;38548;6762;12199;54529;5388;57369;14734;1819;1622;19830;20569;21542;7766;7813;4001;6470;50222;16286;55921;32507;99813;15486;25085;8194;19979;24731;210232;22113;13805;92003;6848;10679;19082
;9;1;17835;10649;42199;10506;17003;40413;35690;29767;7954;4319;10289;17884;2958;17622;9027;82670;9671;22278;112890;30354;254206;30713;51547;10549;39317;6926;12054;54529;5341;58365;14527;1819;1651;19563;21181;21876;7986;7633;3964;6441;51259;16808;56612;32346;101252;15364;26022;8535;20346;25394;212645;22583;13586;91056;6861;11021;19917
;;2;18091;10976;42810;10567;17236;42197;35280;29943;7962;4531;10527;18381;2999;17792;9350;85009;9652;22835;113176;31201;253832;30289;49657;10385;38611;6924;11469;55280;5471;57307;14545;1811;1708;18746;21364;22116;8157;7882;4057;6466;53523;16574;56195;33477;99598;15632;26681;8261;20390;25581;214735;22202;13103;91866;7157;11116;20025
;;3;18363;10545;42419;10565;17358;40303;35222;29467;8106;4634;10478;17893;3123;17590;9640;89773;9911;22624;112566;31445;255151;30342;48863;10571;37332;6764;11389;56227;5483;57831;14718;1860;1742;18922;21508;22674;8237;7775;4187;6832;53278;16558;56010;32429;101123;15972;27019;8122;20561;26069;215331;22309;13408;93419;7355;11321;19922
;;4;17993;9919;41184;10243;17224;39527;36218;28578;8150;4642;10686;17598;3059;17839;9788;89935;10107;21914;111603;30638;255305;30308;49520;10793;38216;6582;11545;57351;5424;58853;14551;1853;1608;19279;21278;21915;8335;7714;4164;6915;50271;16161;55742;32331;103191;15912;26683;8064;20748;25756;217003;22775;13311;95274;7150;11164;19927
;;5;17347;9834;40656;9564;15898;38877;35760;27242;7506;4418;10413;17310;2873;16819;9123;80837;9151;21030;107323;30324;240598;30196;46485;10386;37064;5974;10787;56313;5019;56823;14323;1838;1569;19320;20936;19753;7830;7675;4044;71988;47709;15364;53486;31473;102521;15214;24928;7670;19770;25142;216754;20528;12022;95135;6867;10227;18632
;;6;17157;9484;40138;9367;15275;38645;36085;27056;7143;4197;10104;16676;2813;16621;9168;72335;9401;20991;106065;30344;237048;30021;45193;9988;36986;5861;10493;55569;4939;56634;14303;1747;1530;19376;20777;19256;7810;7496;3942;6914;45804;15247;51530;30226;101728;15170;23591;7641;18910;24665;217020;19975;11500;94449;6767;9075;17798
;;7;17764;9520;39648;10392;16968;39425;35469;29204;8102;4448;10589;18072;2990;17691;9551;75220;10059;21685;111486;30952;257414;30498;50146;10537;37527;6434;11820;55546;5388;58575;14249;1747;1578;19752;21056;20629;8249;7713;4050;6937;48258;16397;55520;32073;103727;16183;25350;8199;19890;25867;218421;22486;13378;94351;6749;10075;19699
;;8;17629;9670;37112;10481;17158;40184;36617;29543;8156;4497;10984;18529;2945;17322;9417;76109;10125;21498;112758;30359;260147;31020;50259;10551;37522;6430;11796;54331;5521;58168;14284;1787;1608;19642;21190;20883;7898;7826;4103;7091;48564;16167;56076;32303;102870;16263;25803;8243;20209;26034;217594;22657;13583;94580;6963;10814;19845
;;9;17736;9635;36410;10498;17090;39848;37056;29858;8193;4454;10838;18335;3067;17285;9623;72924;9882;21470;113165;31253;262305;31016;50098;10384;37737;6441;11711;54350;5468;57923;14165;1762;1570;20120;21056;20113;7869;7763;4032;75254;48012;16155;57351;32718;104338;16315;25487;8504;20305;26324;216727;22827;13689;91920;6601;11357;19714
;;10;18056;9313;37483;10720;17613;38683;38003;29863;8383;4383;10753;18977;3148;17500;9778;72269;10287;21470;115964;31485;266293;30773;50824;10490;36839;6685;11924;54909;5434;59667;13942;1770;1527;19479;21366;19912;7878;7858;3937;7351;48738;16043;56750;31739;103052;16563;24930;8465;20486;26347;215589;23375;13789;94040;6685;11287;20390
;;11;18418;9398;37117;10391;17569;38684;37311;29565;8417;4393;10672;17517;3116;17564;9981;73357;10108;21536;114502;32023;266235;30570;50728;10539;37133;6638;12005;56158;5389;59620;13884;1780;1533;19250;21458;19951;7860;7852;3932;7169;48459;16089;57604;32436;106900;15936;25126;8372;20285;26465;215059;23001;13559;94199;6644;11527;20656
;;12;17983;9594;38099;9613;16046;38818;37062;28805;7495;4340;10310;17974;3029;16347;9192;73271;9627;21222;112986;31748;250663;30894;47261;10259;36942;6115;11291;56102;5160;57407;13955;1763;1536;19605;21368;19574;7236;8018;3922;6788;44651;15801;55230;31425;105646;15765;24129;8118;19252;25682;214849;20837;12424;94712;6742;10473;18333
;;13;18170;9144;37873;9490;15864;37362;37271;28445;7343;4198;10196;17304;2966;16313;9044;72795;9397;21161;110034;31598;248780;30401;45921;10277;37073;5954;10946;55547;5079;56566;13657;1744;1460;19387;21519;19194;7218;7837;3824;6742;43699;15512;53011;30977;103798;15660;23050;8138;19039;25304;214432;20094;12128;94411;6748;9730;18679
;;14;19176;9221;39007;10633;18028;38340;37693;29995;8515;4206;10768;18830;3025;18007;9264;74859;10061;21637;114034;32462;267457;31152;51502;10944;38526;6387;12025;58124;5745;59738;13988;1779;1494;19842;21338;19965;8016;8125;3947;6791;46527;16421;57563;32804;108353;16668;24806;8618;20453;26439;217463;23235;14244;94782;6809;11021;20953
;;15;19446;9295;38095;10835;18030;38766;37824;30383;8680;4212;10716;19809;3075;18189;8830;74524;10566;21295;116710;31264;269031;31130;52697;11240;37830;6464;11946;57824;5690;60790;14036;1780;1468;20239;21467;19737;8212;8350;3933;4453;46482;16437;57719;32903;110958;16748;25005;8693;20098;26490;217867;23542;14468;97133;6784;11672;21367
;;16;19277;9150;38922;11051;18231;38287;37726;30484;8849;4185;10762;18525;2931;18694;9245;73322;10412;20242;119459;32776;269829;31297;54622;11274;37813;6605;12287;58458;5631;62244;14060;1783;1469;20334;21447;19841;8388;8297;3852;4321;46202;16632;58257;33188;113127;16537;24970;8655;20401;26775;219343;24198;14890;98292;6736;11968;21649
;;17;19493;8978;38289;11059;18511;37917;38298;31109;9064;4135;10871;19014;3006;19116;9042;72498;10768;20354;121293;33683;272570;31453;55910;11473;37259;6803;12202;58528;5734;62650;14055;1811;1423;21133;21379;19824;8439;8298;3812;4359;46548;16313;57519;33599;112660;16598;24648;8896;20757;26827;220814;24502;14969;97521;6617;11751;21843
;;18;19585;9001;39172;11163;18652;39743;39403;31240;9098;4173;10922;19621;3043;19103;9445;72339;10675;21339;124041;34548;276366;31944;55298;11831;35426;6853;12615;59455;5890;61262;14291;1791;1377;21595;21820;19226;8544;8400;3875;5779;47399;16785;57261;33949;112222;16853;24957;8934;21749;27286;222096;24489;14753;98516;6856;12143;21913
;;19;19075;8879;38653;10193;17821;40389;39323;30550;8457;4163;10402;18711;2970;18000;8982;67175;10394;21115;117820;34435;265824;32200;53360;11328;35414;6507;12201;58203;5473;60004;13791;1826;1405;21253;21717;17784;8052;8426;3810;6995;45937;15847;56307;33357;110397;16302;23396;8722;20668;26555;223892;22201;13618;95869;6893;11486;20772
;;20;18480;8720;38355;9875;17257;39218;38587;29986;8299;3962;10293;17454;2846;18168;8951;65736;9801;21125;117579;33658;263221;31974;51101;11090;35497;6341;11805;59028;5306;60731;13453;1781;1409;21566;21509;17655;7949;8288;3802;7428;44980;15435;54395;31883;110911;16051;22781;8694;20139;26154;221880;22243;13108;96948;6723;10806;20536
;;21;19348;9053;39303;11105;19484;39790;38590;31179;9696;4241;10870;19750;3080;19761;9441;67407;10981;21872;121054;33308;286636;32360;57292;11644;36366;6879;12973;59835;5795;62973;13877;1750;1436;21323;21934;18337;9034;8734;3982;6986;45481;16888;59084;34034;116367;16893;24119;9333;21995;27425;225039;24562;15554;100584;6890;12634;22705
;;22;19366;9129;39532;11411;19176;38776;38765;31114;9513;4309;10852;19587;3172;19915;9205;68450;11115;21903;121686;32845;277528;32168;55950;11461;36630;6992;12809;59234;5712;63023;14141;1834;1483;21393;21012;18418;9127;8858;4008;6782;45977;17057;58646;33874;113147;16822;24454;9467;21313;27456;225420;25055;15313;101999;6984;12949;22200
;;23;19358;9186;41757;11419;18904;38905;38267;31377;9352;4345;10773;19541;3113;19501;9121;67765;11536;21824;119229;33420;273161;32191;55030;11225;36473;7046;12854;58208;5714;62360;14400;1857;1487;21520;20916;18678;8887;8987;4029;6880;45915;16978;58379;33060;114137;16860;25035;9312;20984;27004;226927;24497;15060;100281;6987;12581;21566
;;24;19089;9185;42196;11399;18836;40070;37332;31363;9188;4335;10761;19557;3105;19330;9056;70317;11362;21981;117883;33569;271635;32344;55089;11223;36900;7213;13054;58103;5652;62071;14436;1859;1471;20703;20644;18625;8707;8853;3957;6929;47031;16964;58102;33791;113097;16629;25008;9301;20908;27142;224352;24240;15574;99670;6922;12157;20984
;;25;18983;9125;42420;11339;18575;39773;38701;31134;9114;4392;10769;19736;3220;19008;9386;71232;11265;21986;116925;33212;270779;31980;55271;10989;37791;7221;13104;58863;5613;62161;14270;1863;1480;20717;20559;18750;8860;8619;3946;6960;47268;16733;58633;33697;114264;16731;25046;9322;20965;27216;222768;24752;16044;101135;6913;12019;20655
;;26;18129;8928;42137;10516;17215;40792;37945;30639;8399;4266;10310;18810;3097;18024;8776;69157;10662;21585;112765;32855;255640;31935;51680;10346;38118;6704;12171;58722;5244;61879;14235;1918;1509;20603;20511;18153;8524;8221;3958;6875;45063;15916;55950;33046;111829;16129;23972;8891;19950;26338;221866;22612;14180;98980;6670;10967;19363
;;27;17465;9015;41691;10235;16606;39917;36482;29544;7997;4145;9974;18036;3035;17681;8806;68987;10006;21291;109288;32422;250363;31722;49983;10116;37263;6547;11641;57538;5041;61377;14359;1954;1511;21218;20672;17909;8396;8011;3903;6659;43954;15526;53875;32455;108489;15935;23637;8572;19460;25627;220006;21631;13440;96496;6962;10181;19136
;;28;18021;9314;43137;11620;18787;40299;36179;31449;9138;4335;10471;20108;3092;19099;9468;71434;11093;22142;116506;33297;280654;30650;54417;10660;38505;7013;12882;58496;5624;63021;14242;1984;1552;21068;21065;18312;8913;8816;4067;6716;46129;16792;58294;33776;112151;17105;24960;9419;21305;28008;223557;23812;15316;100116;7031;11536;21284
;;29;17777;9357;43265;11730;19046;40732;36503;32120;9489;4352;10702;20697;3092;18669;9461;70686;11079;22312;120121;33094;279732;30122;55670;10701;37868;7128;13136;57137;5654;62949;14454;1909;1845;21110;21011;18411;8710;8753;4040;6744;46490;16785;57857;34703;112850;17205;25026;9419;21156;27605;222614;23853;15109;98238;7112;12068;21738
;;30;17942;9386;42017;11427;19019;40050;36678;31545;9307;4356;10656;20400;3130;18644;9461;68328;11202;21933;118443;33875;279774;29975;56014;10512;37466;7126;13076;56821;5633;62782;14355;1999;1818;21110;21005;17953;8436;8739;4071;6184;45496;16702;57229;34513;111926;17433;25086;9536;20898;27714;221576;23278;15019;97117;6843;12118;21236
;10;1;18077;9392;42481;11380;18644;39585;34843;31687;9139;4352;10915;20087;3081;18417;9281;68285;11155;22337;118818;34169;279869;28850;55417;10501;37582;6968;12706;56998;5703;62492;14440;1994;1450;20473;19738;17907;8326;8887;3996;6260;45651;16525;56947;34515;109433;17035;25063;9513;20451;27392;222347;23336;15282;95107;7051;11833;21020
;;2;17995;9376;42826;11339;18661;40339;34992;31892;9080;4409;11131;20502;3206;18544;9270;67035;11293;22329;119127;34626;278265;29291;55493;10664;37809;6978;13063;57000;5675;62829;15028;1982;1509;20925;20803;17892;8378;8869;4020;6605;45487;16775;57607;33973;111439;17490;25830;9224;20620;27934;222655;23722;15346;95419;7130;11986;20991
;;3;17567;9129;42109;10650;17608;39796;35871;31296;8413;4312;10843;19768;3174;17468;9036;65545;10870;21995;114270;35050;265598;31177;51314;10202;36937;6610;11997;56283;5369;61416;15037;1987;1487;20608;21424;17318;8175;8708;4009;6756;43212;16448;55176;32630;111680;17239;24159;8864;20176;27051;224179;22142;13771;94118;7205;11028;19840
;;4;17952;9163;42013;10334;17166;38847;36189;30662;8145;4194;10623;19136;3062;17401;8960;64322;10560;21758;113833;34617;260586;30942;50477;10096;36967;6403;11728;56954;5373;61010;14933;1995;1480;20436;21463;16991;8121;8484;3987;66021;44615;15896;53763;32201;111314;17123;24104;8604;20233;26117;224514;21731;13572;95963;7202;10440;19758
